期货代码,期货名称,公司名称
002195.SZ,二三四五,上海二三四五网络控股集团股份有限公司
002196.SZ,方正电机,浙江方正电机股份有限公司
002197.SZ,证通电子,深圳市证通电子股份有限公司
002198.SZ,嘉应制药,广东嘉应制药股份有限公司
002199.SZ,东晶电子,浙江东晶电子股份有限公司
002201.SZ,九鼎新材,江苏九鼎新材料股份有限公司
002202.SZ,金风科技,新疆金风科技股份有限公司
002203.SZ,海亮股份,浙江海亮股份有限公司
002204.SZ,大连重工,大连华锐重工集团股份有限公司
002205.SZ,国统股份,新疆国统管道股份有限公司
002206.SZ,海利得,浙江海利得新材料股份有限公司
002207.SZ,准油股份,新疆准东石油技术股份有限公司
002209.SZ,达意隆,广州达意隆包装机械股份有限公司
002211.SZ,宏达新材,上海宏达新材料股份有限公司
002212.SZ,南洋股份,天融信科技集团股份有限公司
002213.SZ,大为股份,深圳市大为创新科技股份有限公司
002214.SZ,大立科技,浙江大立科技股份有限公司
002215.SZ,诺普信,深圳诺普信农化股份有限公司
002216.SZ,三全食品,三全食品股份有限公司
002217.SZ,合力泰,合力泰科技股份有限公司
002218.SZ,拓日新能,深圳市拓日新能源科技股份有限公司
002221.SZ,东华能源,东华能源股份有限公司
002222.SZ,福晶科技,福建福晶科技股份有限公司
002223.SZ,鱼跃医疗,江苏鱼跃医疗设备股份有限公司
002224.SZ,三力士,三力士股份有限公司
002225.SZ,濮耐股份,濮阳濮耐高温材料(集团)股份有限公司
002226.SZ,江南化工,安徽江南化工股份有限公司
002227.SZ,奥特迅,深圳奥特迅电力设备股份有限公司
002228.SZ,合兴包装,厦门合兴包装印刷股份有限公司
002229.SZ,鸿博股份,鸿博股份有限公司
002230.SZ,科大讯飞,科大讯飞股份有限公司
002231.SZ,奥维通信,奥维通信股份有限公司
002232.SZ,启明信息,启明信息技术股份有限公司
002233.SZ,塔牌集团,广东塔牌集团股份有限公司
002234.SZ,民和股份,山东民和牧业股份有限公司
002235.SZ,安妮股份,厦门安妮股份有限公司
002236.SZ,大华股份,浙江大华技术股份有限公司
002237.SZ,恒邦股份,山东恒邦冶炼股份有限公司
002238.SZ,天威视讯,深圳市天威视讯股份有限公司
002239.SZ,奥特佳,奥特佳新能源科技股份有限公司
002240.SZ,威华股份,深圳盛新锂能集团股份有限公司
002241.SZ,歌尔股份,歌尔股份有限公司
002242.SZ,九阳股份,九阳股份有限公司
002243.SZ,通产丽星,深圳市通产丽星股份有限公司
002245.SZ,澳洋顺昌,江苏蔚蓝锂芯股份有限公司
002246.SZ,北化股份,北方化学工业股份有限公司
002248.SZ,华东数控,威海华东数控股份有限公司
002249.SZ,大洋电机,中山大洋电机股份有限公司
002250.SZ,联化科技,联化科技股份有限公司
002251.SZ,步步高,步步高商业连锁股份有限公司
002252.SZ,上海莱士,上海莱士血液制品股份有限公司
002253.SZ,川大智胜,四川川大智胜软件股份有限公司
002254.SZ,泰和新材,烟台泰和新材料股份有限公司
002258.SZ,利尔化学,利尔化学股份有限公司
002261.SZ,拓维信息,拓维信息系统股份有限公司
002262.SZ,恩华药业,江苏恩华药业股份有限公司
002263.SZ,大东南,浙江大东南股份有限公司
002264.SZ,新华都,新华都购物广场股份有限公司
002265.SZ,西仪股份,云南西仪工业股份有限公司
002266.SZ,浙富控股,浙富控股集团股份有限公司
002267.SZ,陕天然气,陕西省天然气股份有限公司
002268.SZ,卫士通,成都卫士通信息产业股份有限公司
002269.SZ,美邦服饰,上海美特斯邦威服饰股份有限公司
002270.SZ,华明装备,华明电力装备股份有限公司
002271.SZ,东方雨虹,北京东方雨虹防水技术股份有限公司
002272.SZ,川润股份,四川川润股份有限公司
002273.SZ,水晶光电,浙江水晶光电科技股份有限公司
002274.SZ,华昌化工,江苏华昌化工股份有限公司
002275.SZ,桂林三金,桂林三金药业股份有限公司
002276.SZ,万马股份,浙江万马股份有限公司
002277.SZ,友阿股份,湖南友谊阿波罗商业股份有限公司
002278.SZ,神开股份,上海神开石油化工装备股份有限公司
002279.SZ,久其软件,北京久其软件股份有限公司
002281.SZ,光迅科技,武汉光迅科技股份有限公司
002282.SZ,博深股份,博深股份有限公司
002283.SZ,天润工业,天润工业技术股份有限公司
002284.SZ,亚太股份,浙江亚太机电股份有限公司
002286.SZ,保龄宝,保龄宝生物股份有限公司
002287.SZ,奇正藏药,西藏奇正藏药股份有限公司
002288.SZ,超华科技,广东超华科技股份有限公司
002291.SZ,星期六,星期六股份有限公司
002292.SZ,奥飞娱乐,奥飞娱乐股份有限公司
002293.SZ,罗莱生活,罗莱生活科技股份有限公司
002294.SZ,信立泰,深圳信立泰药业股份有限公司
002295.SZ,精艺股份,广东精艺金属股份有限公司
002296.SZ,辉煌科技,河南辉煌科技股份有限公司
002297.SZ,博云新材,湖南博云新材料股份有限公司
002298.SZ,中电兴发,安徽中电兴发与鑫龙科技股份有限公司
002299.SZ,圣农发展,福建圣农发展股份有限公司
002300.SZ,太阳电缆,福建南平太阳电缆股份有限公司
002301.SZ,齐心集团,深圳齐心集团股份有限公司
002302.SZ,西部建设,中建西部建设股份有限公司
002303.SZ,美盈森,美盈森集团股份有限公司
002304.SZ,洋河股份,江苏洋河酒厂股份有限公司
002308.SZ,威创股份,威创集团股份有限公司
002309.SZ,中利集团,江苏中利集团股份有限公司
002311.SZ,海大集团,广东海大集团股份有限公司
002312.SZ,三泰控股,成都三泰控股集团股份有限公司
002313.SZ,日海智能,日海智能科技股份有限公司
002315.SZ,焦点科技,焦点科技股份有限公司
002316.SZ,亚联发展,深圳亚联发展科技股份有限公司
002317.SZ,众生药业,广东众生药业股份有限公司
002318.SZ,久立特材,浙江久立特材科技股份有限公司
002320.SZ,海峡股份,海南海峡航运股份有限公司
002321.SZ,华英农业,河南华英农业发展股份有限公司
002322.SZ,理工环科,宁波理工环境能源科技股份有限公司
002324.SZ,普利特,上海普利特复合材料股份有限公司
002325.SZ,洪涛股份,深圳洪涛集团股份有限公司
002326.SZ,永太科技,浙江永太科技股份有限公司
002327.SZ,富安娜,深圳市富安娜家居用品股份有限公司
002328.SZ,新朋股份,上海新朋实业股份有限公司
002329.SZ,皇氏集团,皇氏集团股份有限公司
002330.SZ,得利斯,山东得利斯食品股份有限公司
002331.SZ,皖通科技,安徽皖通科技股份有限公司
002332.SZ,仙琚制药,浙江仙琚制药股份有限公司
002334.SZ,英威腾,深圳市英威腾电气股份有限公司
002335.SZ,科华恒盛,科华恒盛股份有限公司
002337.SZ,赛象科技,天津赛象科技股份有限公司
002338.SZ,奥普光电,长春奥普光电技术股份有限公司
002339.SZ,积成电子,积成电子股份有限公司
002340.SZ,格林美,格林美股份有限公司
002341.SZ,新纶科技,深圳市新纶科技股份有限公司
002342.SZ,巨力索具,巨力索具股份有限公司
002343.SZ,慈文传媒,慈文传媒股份有限公司
002344.SZ,海宁皮城,海宁中国皮革城股份有限公司
002345.SZ,潮宏基,广东潮宏基实业股份有限公司
002346.SZ,柘中股份,上海柘中集团股份有限公司
002347.SZ,泰尔股份,泰尔重工股份有限公司
002348.SZ,高乐股份,广东高乐股份有限公司
002349.SZ,精华制药,精华制药集团股份有限公司
002350.SZ,北京科锐,北京科锐配电自动化股份有限公司
002351.SZ,漫步者,深圳市漫步者科技股份有限公司
002352.SZ,顺丰控股,顺丰控股股份有限公司
002353.SZ,杰瑞股份,烟台杰瑞石油服务集团股份有限公司
002355.SZ,兴民智通,兴民智通(集团)股份有限公司
002357.SZ,富临运业,四川富临运业集团股份有限公司
002358.SZ,森源电气,河南森源电气股份有限公司
002360.SZ,同德化工,山西同德化工股份有限公司
002361.SZ,神剑股份,安徽神剑新材料股份有限公司
002362.SZ,汉王科技,汉王科技股份有限公司
002363.SZ,隆基机械,山东隆基机械股份有限公司
002364.SZ,中恒电气,杭州中恒电气股份有限公司
002365.SZ,永安药业,潜江永安药业股份有限公司
002366.SZ,台海核电,台海玛努尔核电设备股份有限公司
002367.SZ,康力电梯,康力电梯股份有限公司
002368.SZ,太极股份,太极计算机股份有限公司
002369.SZ,卓翼科技,深圳市卓翼科技股份有限公司
002370.SZ,亚太药业,浙江亚太药业股份有限公司
002371.SZ,北方华创,北方华创科技集团股份有限公司
002372.SZ,伟星新材,浙江伟星新型建材股份有限公司
002373.SZ,千方科技,北京千方科技股份有限公司
002375.SZ,亚厦股份,浙江亚厦装饰股份有限公司
002376.SZ,新北洋,山东新北洋信息技术股份有限公司
002378.SZ,章源钨业,崇义章源钨业股份有限公司
002379.SZ,宏创控股,山东宏创铝业控股股份有限公司
002380.SZ,科远智慧,南京科远智慧科技集团股份有限公司
002381.SZ,双箭股份,浙江双箭橡胶股份有限公司
002382.SZ,蓝帆医疗,蓝帆医疗股份有限公司
002383.SZ,合众思壮,北京合众思壮科技股份有限公司
002384.SZ,东山精密,苏州东山精密制造股份有限公司
002385.SZ,大北农,北京大北农科技集团股份有限公司
002386.SZ,天原集团,宜宾天原集团股份有限公司
002387.SZ,维信诺,维信诺科技股份有限公司
002388.SZ,新亚制程,深圳市新亚电子制程股份有限公司
002389.SZ,航天彩虹,航天彩虹无人机股份有限公司
002390.SZ,信邦制药,贵州信邦制药股份有限公司
002391.SZ,长青股份,江苏长青农化股份有限公司
002392.SZ,北京利尔,北京利尔高温材料股份有限公司
002393.SZ,力生制药,天津力生制药股份有限公司
002394.SZ,联发股份,江苏联发纺织股份有限公司
002395.SZ,双象股份,无锡双象超纤材料股份有限公司
002396.SZ,星网锐捷,福建星网锐捷通讯股份有限公司
002397.SZ,梦洁股份,湖南梦洁家纺股份有限公司
002398.SZ,垒知集团,垒知控股集团股份有限公司
002399.SZ,海普瑞,深圳市海普瑞药业集团股份有限公司
002400.SZ,省广集团,广东省广告集团股份有限公司
002401.SZ,中远海科,中远海运科技股份有限公司
002402.SZ,和而泰,深圳和而泰智能控制股份有限公司
002403.SZ,爱仕达,爱仕达股份有限公司
002404.SZ,嘉欣丝绸,浙江嘉欣丝绸股份有限公司
002405.SZ,四维图新,北京四维图新科技股份有限公司
002406.SZ,远东传动,许昌远东传动轴股份有限公司
002407.SZ,多氟多,多氟多化工股份有限公司
002408.SZ,齐翔腾达,淄博齐翔腾达化工股份有限公司
002409.SZ,雅克科技,江苏雅克科技股份有限公司
002410.SZ,广联达,广联达科技股份有限公司
002411.SZ,延安必康,延安必康制药股份有限公司
002412.SZ,汉森制药,湖南汉森制药股份有限公司
002413.SZ,雷科防务,江苏雷科防务科技股份有限公司
002414.SZ,高德红外,武汉高德红外股份有限公司
002415.SZ,海康威视,杭州海康威视数字技术股份有限公司
002416.SZ,爱施德,深圳市爱施德股份有限公司
002417.SZ,深南股份,深南金科股份有限公司
002419.SZ,天虹股份,天虹数科商业股份有限公司
002421.SZ,达实智能,深圳达实智能股份有限公司
002422.SZ,科伦药业,四川科伦药业股份有限公司
002424.SZ,贵州百灵,贵州百灵企业集团制药股份有限公司
002425.SZ,凯撒文化,凯撒(中国)文化股份有限公司
002428.SZ,云南锗业,云南临沧鑫圆锗业股份有限公司
002429.SZ,兆驰股份,深圳市兆驰股份有限公司
002430.SZ,杭氧股份,杭州制氧机集团股份有限公司
002432.SZ,九安医疗,天津九安医疗电子股份有限公司
002433.SZ,太安堂,广东太安堂药业股份有限公司
002434.SZ,万里扬,浙江万里扬股份有限公司
002435.SZ,长江健康,长江润发健康产业股份有限公司
002436.SZ,兴森科技,深圳市兴森快捷电路科技股份有限公司
002437.SZ,誉衡药业,哈尔滨誉衡药业股份有限公司
002438.SZ,江苏神通,江苏神通阀门股份有限公司
002439.SZ,启明星辰,启明星辰信息技术集团股份有限公司
002440.SZ,闰土股份,浙江闰土股份有限公司
002441.SZ,众业达,众业达电气股份有限公司
002442.SZ,龙星化工,龙星化工股份有限公司
002443.SZ,金洲管道,浙江金洲管道科技股份有限公司
002444.SZ,巨星科技,杭州巨星科技股份有限公司
002446.SZ,盛路通信,广东盛路通信科技股份有限公司
002448.SZ,中原内配,中原内配集团股份有限公司
002449.SZ,国星光电,佛山市国星光电股份有限公司
002451.SZ,摩恩电气,上海摩恩电气股份有限公司
002452.SZ,长高集团,湖南长高高压开关集团股份公司
002453.SZ,华软科技,金陵华软科技股份有限公司
002454.SZ,松芝股份,上海加冷松芝汽车空调股份有限公司
002455.SZ,百川股份,江苏百川高科新材料股份有限公司
002456.SZ,欧菲光,欧菲光集团股份有限公司
002457.SZ,青龙管业,宁夏青龙管业集团股份有限公司
002458.SZ,益生股份,山东益生种畜禽股份有限公司
002459.SZ,晶澳科技,晶澳太阳能科技股份有限公司
002460.SZ,赣锋锂业,江西赣锋锂业股份有限公司
002461.SZ,珠江啤酒,广州珠江啤酒股份有限公司
002462.SZ,嘉事堂,嘉事堂药业股份有限公司
002463.SZ,沪电股份,沪士电子股份有限公司
002464.SZ,众应互联,众应互联科技股份有限公司
002465.SZ,海格通信,广州海格通信集团股份有限公司
002466.SZ,天齐锂业,天齐锂业股份有限公司
002467.SZ,二六三,二六三网络通信股份有限公司
002468.SZ,申通快递,申通快递股份有限公司
002471.SZ,中超控股,江苏中超控股股份有限公司
002472.SZ,双环传动,浙江双环传动机械股份有限公司
002474.SZ,榕基软件,福建榕基软件股份有限公司
